"ident","iata_code","name","municipality","iso_country","iso_region"
"0LA3","","Belcher Airpatch Airport","Belcher","US","US-LA"
"0LA9","","Rebel Field","Watson","US","US-LA"
"0LL0","","Kaufield Airport","Belvidere","US","US-IL"
"0LL1","","Jerseyville Aviation Inc Airport","Jerseyville","US","US-IL"
"0LL2","","Murk's Strip","St. Augustine","US","US-IL"
"0LL3","","Koenig Airport","Jerseyville","US","US-IL"
"0LL4","","Flaherty Field","La Salle","US","US-IL"
"0LL5","","Busboom RLA Restricted Landing Area","St Joseph","US","US-IL"
"0LL6","","Gord Airport","Sandwich","US","US-IL"
"0LS0","","Theriot Field","Thibodaux","US","US-LA"
"0LS5","","Trahan Ultralightport","Carencro","US","US-LA"
"0LS6","","Dufour Airport","Morrow","US","US-LA"
"0LS7","","Morgan Field","New Roads","US","US-LA"
"0LS8","","Lonesome Dove Airfield","Woodlawn","US","US-LA"
"0LS9","","Huenefeld Airport","Monroe","US","US-LA"
"0MD1","","Taylor Field","Sudlersville","US","US-MD"
"0MD2","","Squier Landing Airport","Newburg","US","US-MD"
"0MD4","","Pond View Private Airport","Chestertown","US","US-MD"
"0MD6","","Walters Airport","Mount Airy","US","US-MD"
"0ME4","","Peasley Field","Otis","US","US-ME"
"0MI1","","Sugar Springs Airpark","Gladwin","US","US-MI"
"0MI3","","Kelleys Airport","Grayling","US","US-MI"
"0MI4","","Lesterson-Dempsey Airstrip","Gwinn","US","US-MI"
"0MI6","","Young's Airport","Hulbert","US","US-MI"
"0MI8","","Twin Lakes Airport","Lewiston","US","US-MI"
"0MN8","","Fagen Field","Granite Falls","US","US-MN"
"0MO0","","Ferros Ranch-Aero Airport","Clinton","US","US-MO"
"0MO1","","Flying G Airport","La Tour","US","US-MO"
"0MO2","","Short-N-Ruff Airport","Caledonia","US","US-MO"
"0MO5","","Joe D Lewis Airport","Edina","US","US-MO"
"0MO8","","Sloan's Airport","Elsberry","US","US-MO"
"0MS0","","Topton Air Estates Airport","Meridian","US","US-MS"
"0MS2","","Morgan Field","Seminary","US","US-MS"
"0MS8","","Catfish Point Airport","Benoit","US","US-MS"
"0MS9","","Shenandoah Valley Farms Airport","Houston","US","US-MS"
"0MT1","","Williams Field","Augusta","US","US-MT"
"0MT4","","Kimp Airport","Hamilton","US","US-MT"
"0MT5","","Cottonwood Airport","Laurel","US","US-MT"
"0MT6","","Hanson Airport","Marion","US","US-MT"
"0MT7","","Pinehurst Ranch Airport","Thompson Falls","US","US-MT"
"0MT9","","Lone Hawk Airport","White Fish","US","US-MT"
"0MU0","","Eagle Field","Ellington","US","US-MO"
"0MU1","","Sunderland Airport","Avilla","US","US-MO"
"0MU4","","Slaughter Airport","Marceline","US","US-MO"
"0MU7","","Lambs Field","Lone Jack","US","US-MO"
"0MU8","","Prince STOLport","Millersville","US","US-MO"
"0MU9","","RPM Airport","Fair Grove","US","US-MO"
"0N0","","Roosterville Airport","Liberty","US","US-MO"
"0N4","","Chandelle Airport","Dover","US","US-DE"
"0N6","","Albanna Aviation Airport","Felton","US","US-DE"
"0NA1","","Goerger Airport","Barney","US","US-ND"
"0NA5","","Sorlie Airport","Maddock","US","US-ND"
"0NA9","","Boyd's Turf Airport","Golva","US","US-ND"
"0NC7","","Lindsay Airport","Madison","US","US-NC"
"0NC8","","Flying S Ranch Airport","Cleveland","US","US-NC"
"0ND0","","Gilbertson Field","Flora","US","US-ND"
"0ND6","","Schumacher Strip","Hague","US","US-ND"
"0ND7","","Saville Private Airport","Hazelton","US","US-ND"
"0NE0","","Merrihew Airport","Ashby","US","US-NE"
"0NE1","","Runner Landing Area Airport","Ashby","US","US-NE"
"0NE6","","Frager Field","Fairfield","US","US-NE"
"0NJ5","","Fla-Net Airport","Netcong","US","US-NJ"
"0NJ6","","Dix Field","Linwood","US","US-NJ"
"0NK0","","Berdick Field","Cattaraugus","US","US-NY"
"0NK1","","Spring Brook Airport","Central Square","US","US-NY"
"0NK2","","Westwind Farm Airport","Charlton","US","US-NY"
"0NK3","","Seven Gullies Airport","Groveland","US","US-NY"
"0NK6","","Cochran Airport","Marathon","US","US-NY"
"0NM0","CUS","Columbus Airport","Columbus","US","US-NM"
"0NM7","","Negrito Airstrip","Reserve","US","US-NM"
"0NY0","","Bennetts Airport","North Creek","US","US-NY"
"0NY1","","Russell Field","Northumberland","US","US-NY"
"0NY3","","Kermizian Airport","Ohio","US","US-NY"
"0NY7","","Murphys Landing Strip","Amsterdam","US","US-NY"
"0NY8","","Wenskoski Field","Perth","US","US-NY"
"0O4","","Corning Municipal Airport","Corning","US","US-CA"
"0O9","","Ward Field","Gasquet","US","US-CA"
"0OH6","","Fry Field","Spring Valley","US","US-OH"
"0OH8","","Fry Airport","Piqua","US","US-OH"
"0OI2","","Unger Field","Greenfield","US","US-OH"
"0OI3","","Galloway Airport","Sandusky","US","US-OH"
"0OI6","","Victor's Landing Airport","Kingsville","US","US-OH"
"0OI9","","Hidden Quarry Airport","Lucasville","US","US-OH"
"0OK1","","Mckey Airport","Elmore City","US","US-OK"
"0OK3","","McKinley Ranch Airport","Geary","US","US-OK"
"0OK4","","Rock Creek Farm Airport","Coal Gate","US","US-OK"
"0OK5","","Chappell Airport","Guthrie","US","US-OK"
"0OK6","","Ellis/Harvey Airport","Guthrie","US","US-OK"
"0OK9","","Crystal Airport","Jennings","US","US-OK"
"0OR3","","Long Ranch Airport","Merrill","US","US-OR"
"0OR6","","Rome Service Airport","Jordan Valley","US","US-OR"
"0OR7","","Marr Field","Monmouth","US","US-OR"
"0OR8","","Sutton on Rogue Airport","White City","US","US-OR"
"0OR9","","Hanel Field","Mount Hood","US","US-OR"
"0P1","","Van Pak Airport","Prairie View","US","US-KS"
"0P2","","Shoestring Aviation Airfield","Stewartstown","US","US-PA"
"0PA0","","Philadelphia Gliderport","Hilltown","US","US-PA"
"0PA2","","Haunstein Ultralightport","Shermans Dale","US","US-PA"
"0PA3","","Robbins Farm Airport","Troy","US","US-PA"
"0PA4","","Ecko Field","Hummelstown","US","US-PA"
"0PA5","","Fisher Airport","Franklin","US","US-PA"
"0PA6","","Hostetler Airport","Huntingdon","US","US-PA"
"0PN0","","Fletcher Airport","Hadley","US","US-PA"
"0PN2","","Flying Acres Airport","Slippery Rock","US","US-PA"
"0PN4","","Kitner Airport","New Bloomfield","US","US-PA"
"0PN5","","Nichols Airport","Spartansburg","US","US-PA"
"0PN6","","Memmi Airport","Three Springs","US","US-PA"
"0PN7","","Drillmore Acres Airport","Newburg","US","US-PA"
"0PN8","","Shriver Airport","Titusville","US","US-PA"
"0PS0","","Frederick Airpark","Tylersburg","US","US-PA"
"0PS3","","Carsonville Airport","Carsonville","US","US-PA"
"0PS4","","Old Orchard Airport","Curwensville","US","US-PA"
"0PS7","","Harman Airport","Elizabethville","US","US-PA"
"0Q3","","Sonoma Valley Airport","Schellville/Sonoma","US","US-CA"
"0Q4","","Selma Airport","Selma","US","US-CA"
"0Q9","","Sonoma Skypark Airport","Sonoma","US","US-CA"
"0R2","","Lincoln Municipal Airport","Lincoln","US","US-MO"
"0R7","","The Red River Airport","Coushatta","US","US-LA"
"0S1","","Meadow Creek USFS Airport","Hungry Horse","US","US-MT"
"0S5","","Nezperce Municipal Airport","Nezperce","US","US-ID"
"0SD0","","Lenling Airport","Glencross","US","US-SD"
"0SD1","","Lodi Airport","Wakonda","US","US-SD"
"0SD3","","Bledsoe Ranch Airport","Hoover","US","US-SD"
"0SD7","","Porch Ranch Airport","Wanblee","US","US-SD"
"0SD8","","Juhnke Airport","Vivian","US","US-SD"
"0TA2","","Smith Farms Airport","Halfway","US","US-TX"
"0TA4","","Erco Field","Kaufman","US","US-TX"
"0TA7","","Alta Vista Ranch Airport","Marfa","US","US-TX"
"0TE0","","Robertson Ranch Airport","Comstock","US","US-TX"
"0TE4","","Hilltop Lakes Airport","Hilltop Lakes","US","US-TX"
"0TE5","","Santa Maria Ranch Airport","Laredo","US","US-TX"
"0TE6","","Gorman Airport","Gorman","US","US-TX"
"0TE7","JCY","LBJ Ranch Airport","Stonewall","US","US-TX"
"0TN0","","R & S Buzzard Airport","Spring Hill","US","US-TN"
"0TN2","","Village Airport","Greenback","US","US-TN"
"0TN5","","McDonald Airport","Murfreesboro","US","US-TN"
"0TN6","","Riner Farm Airport","Norris","US","US-TN"
"0TS1","","Dooley Airport","Justin","US","US-TX"
"0TS4","","Ullrich Airport","Ledbetter","US","US-TX"
"0TS5","","Lake Bay Gall Airport","Cleveland","US","US-TX"
"0TS7","","Flying U Airport","Mineral Wells","US","US-TX"
"0TS8","","Flying 'K' Ranch Ultralightport","Mercedes","US","US-TX"
"0TX0","","Nassau Bay Airport","Granbury","US","US-TX"
"0TX1","","Pecan Plantation Airport","Granbury","US","US-TX"
"0TX6","","Elm Creek Airpark","Seguin","US","US-TX"
"0TX9","","Card Aerodrome","Greenville","US","US-TX"
"0U0","","Landmark US Forest Service Airport","Landmark","US","US-ID"
"0U1","","Warm Springs Creek Airport","Lowman","US","US-ID"
"0U2","","Copper Basin Airport","Mackay","US","US-ID"
"0U3","","Mahoney Creek USFS Airport","Challis","US","US-ID"
"0U7","","Hollow Top Airport","Martin","US","US-ID"
"0U8","","May Airport","May","US","US-ID"
"0U9","","Lee Williams Memorial Airport","Midvale","US","US-ID"
"0VA1","","Johnson Fox Field","Bedford","US","US-VA"
"0VA2","","Riverwood Airport","Iron Gate","US","US-VA"
"0VA3","","Hunt Airport","King William","US","US-VA"
"0VA4","","Worley Field","Rocky Mount","US","US-VA"
"0VA7","","Flatrock Air Strip","Richmond","US","US-VA"
"0VA8","","Jayarz Airport","Amelia Court House","US","US-VA"
"0VA9","","Handy Strip","Gloucester Court House","US","US-VA"
"0VI1","","Brooklyn Airport","King William","US","US-VA"
"0WA1","","Dwight Field","Chehalis","US","US-WA"
"0WA2","","Curtis Airport","Chehalis","US","US-WA"
"0WI1","","Mort's Landing Airport","Comstock","US","US-WI"
"0WI2","","Doering Farms Airfield","Monches","US","US-WI"
"0WI4","","Snow Crest Ranch Airport","Montello","US","US-WI"
"0WI7","","With Wings And A Halo Airport","Neenah","US","US-WI"
"0WI8","","Oconomowoc Airport","Oconomowoc","US","US-WI"
"0WI9","","Mc Manus Hoonch-Na-Shee-Kaw Airport","Oregon","US","US-WI"
"0WN0","","Rucilla's Roost Airport","Sequim","US","US-WA"
"0WN1","","Shangri-La Airport","Selah","US","US-WA"
"0WN2","","Coopers Landing Airport","Kennewick","US","US-WA"
"0WN5","","Potts Field","North Cape","US","US-WI"
"0WS7","","Rockdale Airport","Rockdale","US","US-WI"
"0WY0","","Freedom Air Ranch Airport","Freedom","US","US-WY"
"0WY1","","Dorsey Creek Ranch Airport","Basin","US","US-WY"
"0XA4","","Seven Cs Ranch Airport","Encinal","US","US-TX"
"0XA5","","74 Ranch Airport","Campbellton","US","US-TX"
"0XA7","","Bar 3 Ranch Airport","Georgetown","US","US-TX"
"0XS0","","Diamond H Ranch Airport","Catarina","US","US-TX"
"0XS1","","Rodgers Roost Airport","El Campo","US","US-TX"
"0XS2","","John Fields Ranch Airport","Sonora","US","US-TX"
"0XS6","","Lakeside Beach Airport","Spicewood","US","US-TX"
"0XS7","","Anacacho Ranch Airport","Brackettville","US","US-TX"
"0XS8","","Dunbar Ranch Airport","Brackettville","US","US-TX"
"0XS9","","French Field","Bullard","US","US-TX"
"0Y6","","Lake Mills Municipal Airport","Lake Mills","US","US-IA"
"10AK","","Hunt Strip","Wasilla","US","US-AK"
"10AN","","Hilton Field","Delta Junction","US","US-AK"
"10AZ","","Pierce Airport","Buckeye","US","US-AZ"
"10D","","Winsted Municipal Airport","Winsted","US","US-MN"
"10F","","Rosser Ranch Airport","Graham","US","US-TX"
"10FA","","Flying Baron Estates Airport","Leesburg","US","US-FL"
"10FD","","Seven Feathers Airport","Dunnellon","US","US-FL"
"10GA","","Beaverbrook Aerodrome","Griffin","US","US-GA"
"10IA","","Flyers Airport","Waterloo","US","US-IA"
"10ID","","Flat Top Airstrip","Muldoon","US","US-ID"
"10LA","","Industrial Helicopters Inc. Airport","Scott","US","US-LA"
"10MT","","Hoolie Airport","Haxby","US","US-MT"
"10NC","","Johnston Farm Airport","Jackson","US","US-NC"
"10ND","","Smith Strip","Halliday","US","US-ND"
"10OH","","Zoellner Airport","Huron","US","US-OH"
"10OK","","Hickory Hills Airport","Norman","US","US-OK"
"10TN","","Flatwood Field","Lebanon","US","US-TN"
"10VA","","Nashs Airport","Appomattox","US","US-VA"
"10WI","","Buds Landing Airport","Pound","US","US-WI"
"10WY","","Willow Creek Ranch Airport","Kaycee","US","US-WY"
"10XA","","Sterling Airport","Port Lavaca","US","US-TX"
"10XS","","Flying S Air Ranch Airport","Brownwood","US","US-TX"
"11AK","","Rocking T Ranch Airport","Delta Junction","US","US-AK"
"11AZ","","Whetstone Airport","Huachuca City","US","US-AZ"
"11CA","","Turner Field","Fowler","US","US-CA"
"11CL","","Hansen Airport","Adelanto","US","US-CA"
"11FA","","B & L Farms Airport","Homestead","US","US-FL"
"11FL","","Williams Field","Middleburg","US","US-FL"
"11IA","","Koch Field","Hudson","US","US-IA"
"11II","","Himsel Army Airfield","Nineveh","US","US-IN"
"11IN","","JR's Airport","Danville","US","US-IN"
"11LL","","Thacker Airport","Chenoa","US","US-IL"
"11LS","","Jasmine Hill Airport","Glenmora","US","US-LA"
"11MA","","Bulljump Airport","Wareham","US","US-MA"
"11MD","","Tim's Airport","Salisbury","US","US-MD"
"11MO","","Redgate Ranch Airport","Williamsburg","US","US-MO"
"11MT","","Lammers Airport","Shawmut","US","US-MT"
"11MU","","Rocky Top Airfield","Gainesville","US","US-MO"
"11N","","Candlelight Farms Airport","New Milford","US","US-CT"
"11NK","","Hop House Airpark","Fort Plain","US","US-NY"
"11OA","","Hide-A-Way Hills Resort Airport","Bremen","US","US-OH"
"11OG","","Unity Airport","Unity","US","US-OR"
"11PN","","Eakin Airport","Cranberry","US","US-PA"
"11S","","Sekiu Airport","Sekiu","US","US-WA"
"11TE","","Flying M Ranch Airport","Grandview","US","US-TX"
"11TS","","PT Enterprise D&W Ranch Airport","Mexia","US","US-TX"
"11TX","","Butler Airport","Sherman","US","US-TX"
"11UT","","Flying R Airport","Huntsville","US","US-UT"
"11VG","","Devil's Reach Landing Airport","Colonial Beach","US","US-VA"
"11WA","","Homeport Airport","Cheney","US","US-WA"
"11Y","","Flying Feathers Airport","Chilton","US","US-WI"
"12A","","Arkavalley Airport","Conway","US","US-AR"
"12AR","","Gibbons Airport","Marvell","US","US-AR"
"12AZ","","Ranta Strip","Morristown","US","US-AZ"
"12CA","","Faber Vineyards Airport","Lodi","US","US-CA"
"12CL","","Newton Field","Stratford","US","US-CA"
"12CN","","Richter Airport","Maxwell","US","US-CA"
"12CO","","Omega 1 Airport","Hotchkiss","US","US-CO"
"12IA","","Plueger Airfield","Lemars","US","US-IA"
"12ID","","Flying B Ranch Landing Strip","Salmon","US","US-ID"
"12II","","Pentecost Airport","Richmond","US","US-IN"
"12IL","","Hawker Airport","Kankakee","US","US-IL"
"12IN","","J & S Field","Darmstadt","US","US-IN"
"12KS","","Sooter Airport","Sedgwick","US","US-KS"
"12KY","","John M. Foree Airport","New Castle","US","US-KY"
"12LA","","Kml Airport","Sulphur","US","US-LA"
"12LS","","Hains Airstrip","Rayne","US","US-LA"
"12ME","","Ridgeview Airport","Searsmont","US","US-ME"
"12MI","","John's Airport","Davison","US","US-MI"
"12MT","","Lincolns Field","Hingham","US","US-MT"
"12NC","","Atlantic Field Marine Corps Outlying Field","Atlantic","US","US-NC"
"12ND","","Pietschtree Airstrip","Burlington","US","US-ND"
"12NE","","Reisig Brothers Airport","Scottsbluff","US","US-NE"
"12NH","","Gile Pond Airport","Sanbornton","US","US-NH"
"12NK","","Westport Airport","Westport","US","US-NY"
"12OH","","McGregor Airfield","Brookville","US","US-OH"
"12OR","","Skinner Ranch Airport","Jordan Valley","US","US-OR"
"12S","","Monument Municipal Airport","Monument","US","US-OR"
"12SC","","Over the Hill Airport","Elgin","US","US-SC"
"12TN","","Meadowlake Airport","Kingston","US","US-TN"
"12TS","","Blo Airport","Mineral Wells","US","US-TX"
"12TT","","D An P Farm Airport","Gainesville","US","US-TX"
"12TX","","Griffin Airport","Bertram","US","US-TX"
"12VA","","Hop-Along Airport","Clifton Forge","US","US-VA"
"12WA","","Fowlers Northwest 40 Airport","Spokane","US","US-WA"
"12WV","","Crazy Horse Airport","Hamlin","US","US-WV"
"12WY","","Black Diamond Airport","Burlington","US","US-WY"
"12XA","","Wood Farm Airfield","Gardendale","US","US-TX"
"12XS","","Mc Croskey Field","Butlerville","US","US-AR"
"13AK","","Satterbergs Airport","Houston","US","US-AK"
"13AZ","","Waltenberry Field Ultralightport","Tonopah","US","US-AZ"
"13CL","","Maine Prairie Airport","Dixon","US","US-CA"
"13FA","","Earle Airpark","Hastings","US","US-FL"
"13GA","","Oak Ridge Plantation Airport","Sumner","US","US-GA"
"13GE","","Holt Airpark","Oak Park","US","US-GA"
"13IA","","Hillside Stables Airport","Sabula","US","US-IA"
"13ID","","Silva Ranch Airport","Stanley","US","US-ID"
"13IN","","Gage Airport","Decatur","US","US-IN"
"13KS","","Daniel's Landing Airport","Andover","US","US-KS"
"13KY","","Miles Airport","Owensboro","US","US-KY"
"13ME","","Socatean Bay Airport","Rockwood","US","US-ME"
"13MO","","Domeyer Airport","Lenox","US","US-MO"
"13MS","","Greener Pastures Airpark","Carriere","US","US-MS"
"13MT","","Sorenson Airport","Kremlin","US","US-MT"
"13NC","","Oak Grove Marine Corps Outlying Field","Pollocksville","US","US-NC"
"13NE","","Hock Airport","Culbertson","US","US-NE"
"13NM","","Beaverhead Airstrip","Magdalena","US","US-NM"
"13NR","","Dusenbury Field","Walnut Cove","US","US-NC"
"13OR","","Aubrey Mountain Airstrip","Oakridge","US","US-OR"
"13PA","","Rigrtona Airport","Tidioute","US","US-PA"
"13PN","","Richland Acres Ultralightport","Quakertown","US","US-PA"
"13Q","","Jewett Mesa Airport","Quemado","US","US-NM"
"13TE","","Varisco Airport","Bryan","US","US-TX"
"13TS","","Van Es Ranch Airport","Oilton","US","US-TX"
"13W","","Camano Island Airfield","Stanwood","US","US-WA"
"13WI","","Nowatzski Field","Markesan","US","US-WI"
"13XA","","Flying 5B Ranch Airport","Iredell","US","US-TX"
"13Y","","Littlefork Muni/Hanover Airport","Littlefork","US","US-MN"
"14AK","","Four Corners Airport","Palmer","US","US-AK"
"14AZ","","Ruby Star Airpark","Sahuarita","US","US-AZ"
"14IA","","East River Airport","Armstrong","US","US-IA"
"14ID","","Peaceful Cove Airport","Boise","US","US-ID"
"14KS","","G & S Space Port Airport","Parker","US","US-KS"
"14KY","","Blue Haven Farm Airport","Paris","US","US-KY"
"14MS","","Rose Field","Hickory","US","US-MS"
"14N","","Beltzville Airport","Lehighton","US","US-PA"
"14NC","","Camp Davis Marine Corps Outlying Field","Holly Ridge","US","US-NC"
"14ND","","Hagen Private Airport","Reeder","US","US-ND"
"14NK","","Mountain View Airport","Kingsbury","US","US-NY"
"14OH","","Heilman Airport","Kenton","US","US-OH"
"14OI","","Pleasant Home Gliding Club Gliderport","Pleasant Home","US","US-OH"
"14P","","Boggs Field","Spencer","US","US-WV"
"14PA","","Dimascio Field","Pottstown","US","US-PA"
"14PS","","Hideaway Ultralightport","Quarryville","US","US-PA"
"14S","","Westport Airport","Westport","US","US-WA"
"14TE","","Smith I-Ranch Airport","Menard","US","US-TX"
"14TS","","O S Wyatt Airport","Realitos","US","US-TX"
"14TT","","Mathers Field","Canadian","US","US-TX"
"14TX","","Keyes Ranch Airport","Dripping Springs","US","US-TX"
"14VA","","Krens Farm Airport","Hillsboro","US","US-VA"
"14VG","","Abilene Airport","Keysville","US","US-VA"
"14VT","","Crossroad Airport","Newport Center","US","US-VT"
"14WA","","Lz Ranch Airport","Olympia","US","US-WA"
"14WS","","Lakewood Lodge Airport","Stone Lake","US","US-WI"
"14XA","","Frog Pond Airport","Sherman","US","US-TX"
"14XS","","Isbell Ranch Airport","Davilla","US","US-TX"
"15A","","Mark Reynolds/North Mobile County Airport","Creola","US","US-AL"
"15AK","","Golden North Airfield","Cantwell","US","US-AK"
"15AR","","Taylor Airport","Brickeys","US","US-AR"
"15FL","","Cannon Creek Airpark","Lake City","US","US-FL"
"15G","","Weltzien Skypark Airport","Wadsworth","US","US-OH"
"15GA","","Darla's Airport","Kite","US","US-GA"
